,translation,zh,sim
5786,任何研究寻求确定精神障碍是否被过度诊断会发现，有些患者病情没有它在重新采访。,任何试图判断某种精神障碍是否被过度诊断的研究都会发现某种病情在病人再次问诊时却没了踪影。,1
5787,这样是精神病学诊断的可靠性不完善的性质。,这就是精神病学诊断的可靠性具有缺陷的特点。,1
5788,接下来的问题，不在于是否,因此，真正的问题就不在于是否,1
5789,双相障碍的过度诊断是有成本的。,双相障碍的过度诊断会造成不良后果。,1
5790,情绪稳定剂是治疗的选择，并根据用药，它们可以产生潜在影响肾，内分泌，肝脏，免疫学，或代谢功能显著的健康并发症。,情绪稳定药物是一种治疗的选择。 根据药物的不同，它们可能造成严重的并发症，影响肾脏、内分泌、肝脏、免疫系统或代谢功能。,1
5791,因此，过度诊断躁郁症可能会不必要地暴露患者用药严重的副作用。,因此，双相障碍的过度诊断可能让病人不必要地承受严重的药物副作用。,1
5792,营销工作的制药公司和宣传的影响可能发挥在新兴的趋势，过度诊断躁郁症的作用。,制药公司的营销和宣传的影响很可能也对双相障碍的过度诊断的趋势起到了推波助澜的作用。,1
5793,引用个人筛查问卷直接面向消费者的广告可能会导致患者提示他们的医生，他们有躁郁症。,那些让个人使用筛查问卷的直接以消费者为对象的广告可能使病人在面对医生时暗示自己患了双相障碍。,1
5794,我们已经看到这方面的证据在我们的实践。,我们在自身的经历中也见到过这样的例子。,1
5795,这并不一定反映了筛查问卷的性能问题，而是如何使用这些尺度。,这并不一定反映了筛查问卷本身有效性的问题，而是反映了这些标准如何被使用的问题。,1
5796,筛选问卷最大化灵敏度，在误报的成本，因为据推测，他们随后专家临床评估。,筛查问卷以假阳性为代价使敏感度最大化，因为其假设前提是这些结果随后会被专家进行临床评估。,1
5797,但诊断严谨不足，可能会导致过度诊断。,但若诊断过程不够严格就可能造成过度诊断。,1
5798,临床医生倾向于诊断疾病，他们感觉更舒服治疗。,临床医生们倾向于诊断那些他们治疗起来比较拿手的（精神）障碍。,1
5799,我们认为，已经被批准用于双相情感障碍治疗药物的提高的可用性可能会影响医生谁是不确定的患者是否具有对诊断疾病，是响应该侧双相情感障碍或边缘型人格障碍犯错用药。,我们相信被获准用于治疗双相障碍的药物越来越多可能会影响一部分临床医生。 他们不能判定一个病人是患了双相障碍还是边缘人格障碍就会错误地将病人诊断为对药物有反应的某种障碍。,1
5800,这种偏差是由药厂给医生的营销信息，这已经强调了延误诊断和下识别躁郁症，可能致敏相应临床研究的加强。,这种倾向被制药公司发送给医师们的营销信息强化了。 这些信息强调对双相障碍诊断延误和认识不足的研究，就有可能使医师们变得敏感。,1
5801,针对下识别该活动可能已经导致谁抱怨失眠和“思绪澎湃”躁郁症被误诊有些焦急，烦躁，和/或烦躁抑郁症患者。,针对认识不足的行动很可能造成一些抑郁病人被误诊为双相障碍。 这些病人往往焦虑、不安和/或易怒，并抱怨有失眠和“思绪澎湃”的症状。,1
5802,我们的研究结果与建议患有躁郁症的诊断可能出现的问题以前的研究相一致。,我们的研究成果和此前针对双相障碍诊断中可能存在的问题的研究是一致的。,1
5803,随着批准用于双相情感障碍的治疗，有多个报告告诫医生对药物一起的更大数量的诊断不足，似乎过度诊断已成为比在诊断一个更大的问题。,随着更多的药物被允许用于治疗双相障碍以及众多警告医生们防范诊断不足的报告的出台，似乎过度诊断已经成为了一个比诊断不足更大的问题。,1
5804,两者都可以产生消极后果。,而两者都会造成不良的后果。,1
5805,虽然仍有一定的不确定性，最好的评估方法，我们建议临床医生使用一个标准化的，经过验证的方法。,鉴于在最佳评估方法上还有一些不确定性，我们推荐医生们采用标准化的、经过验证的方法。,1
5806,当鸣叫特朗普外交,当Tweet文压倒外交,1
5807,新德里 - 外交往往证人不寻常的争吵。,新德里—外交经常预见不同寻常的争吵。,1
5808,有猪和1859年马铃薯战争，舞蹈喇嘛在1924年的事务，而波哥大手镯事件的1970年，这里仅举几例。,1859年有猪和土豆战争（Pig and Potato War），1924年有跳舞的喇嘛事件（Affair of the Dancing Lamas），1970年有波哥大手镯（Bogotá Bracelet）事故，诸如此类。,1
5809,但很少有人比进攻门毯的刚刚结束的情节更令人惊讶。,但很少有比刚刚结束的冒犯性门垫事件（Episode of the Offensive Doormats）更加令人震惊的。,1
5810,电子商务巨头亚马逊 - 它近来被培育印度作为其全球扩张，反映了计划在全国投资50十亿$的下一个前沿领域 - 最近被一系列来自印度外交部长苏谢马·斯瓦拉杰过激的鸣叫吓了一跳。,电子商务巨头亚马逊公司——它刚刚开始培育印度市场，将此作为其全球扩张的下一条阵线，计划在印度投资50亿美元——最近被印度外交部长苏什马·斯瓦拉伊（Sushma Swaraj）的一系列有欠妥当的tweet吓了一跳。,1
5811,在短短的140个字符的消息，斯瓦拉杰谴责该公司，并威胁要取消其雇员的签证，拒绝签证的高管在未来。,斯瓦拉伊谴责亚马逊公司，并威胁要吊销其员工的签证，拒绝日后为其高管签发签证。,1
5812,是什么引发了斯瓦拉杰的爆发是一个Twitter用户的投诉她，亚马逊网站加拿大销售鞋垫描绘了印度国旗提供。,让斯瓦拉伊突然爆发的是一位Twitter用户像她投诉亚马逊加拿大网站贩卖印度国旗图案的门垫。,1
5813,那个肮脏的鞋子将在印度国旗的表示被消灭的概念已经激怒了高音喇叭，阿图尔Bhobe，谁联系 - 在发现的倡导者 - 斯瓦拉杰。,印度国旗被肮脏的鞋子踩踏，这样的情景让这位名叫阿图尔·鲍比（Atul Bhobe）的Twitter用户怒不可遏，与撒瓦拉伊取得了联系，并得到后者的支持。,1
5814,亚马逊迅速作出反应。,亚马逊很快就做出了反应。,1
5815,澄清技术上正由第三方供应商提供的冒犯鞋垫后，没有亚马逊本身，该公司除去他们从亚马逊加拿大网站和“采取措施，以确保这些产品无法在我们的任何其他市场或出售网站“。,它先是澄清，技术上冒犯性门垫系由第三方供营商而提供而非亚马逊自营，随后将该款门垫从亚马逊加拿大网站上下架并“采取措施确保这类产品不会再我们其他任何市场或网站上销售。,1
5816,亚马逊的印度地区经理提供了一个道歉，斯瓦拉杰为“伤害感情印”，回顾了公司的$ 5十亿投资的承诺，重申了亚马逊的奉献给国家。,”亚马逊印度经理向撒瓦拉伊致歉，表示“伤害了印度人民的感情”，重申亚马逊公司将向印度投资50亿美元，非常重视印度市场。,1
5817,门垫危机爆发不到24小时后，事情得以缓解。,门垫危机爆发不到24小时，事件便已经解决。,1
5818,但是，这一事件引起了许多，不会那么快消失的更广泛的问题。,但此事所引起的诸多更广泛的问题不会这么快消退。,1
5819,第一个问题是斯瓦拉杰的使用Twitter。,第一个问题是撒瓦拉伊对Twitter的使用。,1
5820,斯瓦拉杰她在印度为她好战的做法同业中脱颖而出，以推特（尽管她使用的平台仍然由美国当选总统唐纳德特朗普，谁经常使用Twitter的作为讲坛的相形见绌）。,撒瓦拉伊以喜欢发tweet在同僚中独树一帜（尽管与美国当选总统唐纳德·特朗普比起来撒瓦拉伊仍只是小巫见大巫，特朗普简直把Twitter当传旨太监用）。,1
5821,我当然不被政府官员反对使用Twitter。,我当然不反对公职官员使用Twitter。,1
5822,相反，我认为政府部长日益增长的舒适与社会媒体作为一个值得庆祝的事情。,相反，我认为越来越多的政府部长习惯于社交媒体可喜可贺。,1
5823,这是从我的时间，国家的外交部长一个可喜的变化，以前的政府，当官方的计算机被访问社交媒体被禁止之下，我从我自己的设备发出的鸣叫往往会成为不必要的争议的东西。,这是个值得欢迎的变化，我在前任政府中担任外交部长的时候，官员的电脑是屏蔽社交媒体的，我用私人设备所发的tweet文常常导致毫无必要的争议。,1
5824,但斯瓦拉杰可能会过头去，响应丢失护照或签证延迟啾啾她的每一个人情况 - 这为她赢得了的未完全奉承的绰号办法“印度的部长负责领事事务。”,但撒瓦拉伊或许有些过头了，连丢失护照或签证延期这样的私事tweet她也会回应——这样的做法为她赢得了一个不太体面的外号：“印度总领事”。,1
5825,一个外长会就这样鸡毛蒜皮的小事Twitter的投诉作出回应，有人会说，似乎表明她缺乏更重要的事情要做。,一些人认为，外交部长回应投诉琐事的tweet文表明她没有更重要的事情可做。,1
5826,（这个建议无疑反映了，在总理莫迪，实质性的外交政策在很大程度上是由他和他的办公室进行的，而不是由外部事务部的事实，斯瓦拉杰线索。）,（这一观点毫无疑问反映了一个事实：在总理莫迪领导下，实质性外交政策主要由他和他的幕僚完成，而不是由撒瓦拉伊领导的外交部负责。 ）,1
5827,但问题超出斯瓦拉杰与普通公民的通信延伸。,但问题不仅在于撒瓦拉伊与普通公民的交流。,1
5828,在最近的门垫戏，她还用Twitter来发布指令，以她自己的外交官，在加拿大的印度高级委员会啁啾应对“不可接受”的事情，通过采取它与亚马逊“的最高水平。”,在最近的门垫闹剧中，她还用Twitter向手下外交官发布指示，在加拿大印度高级专员公署（High Commission）发tweet文处理这个“不可接受”的问题，把它提高到亚马逊“最高层”。,1
5829,这样的举措是前所未有的，并没有什么特别的欢迎。,这样的做法可谓前无古人，也不是很受欢迎。,1
5830,社交媒体是一个外交电报的替代品。,社交媒体不是外交专线的替代品。,1
5831,也小于外交是斯瓦拉杰在她的警告用于公司的语言。,同样不够“外交”的还有撒瓦拉伊警告亚马逊公司的用词。,1
5832,“亚马逊必须无条件招标道歉，”她啾啾。,“亚马逊必须无条件道歉”，她发tweet文说。,1
5833,“他们必须撤出所有产品立即侮辱我们的国旗。,“他们必须立刻下架有辱我国国旗的产品。,1
5834,如果不这样做立即，我们不会给予印度签证任何官方亚马逊。我们也将撤销早些时候发布的签证“。,如果不马上落实，我们将不会向任何亚马逊官员签发印度签证，并废除此前发出的签证。,1
5835,闻名召唤大使一个不显眼的训斥一种职业已经减少到Twitter上责备公司。,”外交部长的责任应该是传召大使进行谨慎的斥责，现在却堕落到在Twitter上抨击公司。,1
5836,最后一个问题是突出了门垫事件是走在最轻微的侮辱罪印第安人的趋势 - 就是现在被提升，由上部长的拇指，官方政策水平的倾向。,门垫事故所突出的最后一个问题是印度不容忍最轻微的冒犯的倾向——如今这一倾向通过一位高级部长的手指头升级到官方政策高度。,1
5837,当然，不尊重国旗嘲笑在大多数国家，自1971年以来一直在印度刑事罪行，与采用的发作的预防的国家荣誉法案，该法案威胁谁“破损，毁损，毁损，销毁，在践踏或以其他方式显示不敬”监禁印度国旗。,当然，不尊重国旗在大部分国家都是一件大事，印度更是自1971年引入防止冒犯国家荣誉法（Prevention of Insults to National Honor Act），将此列为犯罪行为，任何人如果“切割、涂销、玷污、损毁、踩踏或表现出不尊重”印度国旗，都可以判处徒刑。,1
5838,但印度人对不尊重哪些条件特别低的门槛。,但印度人对什么构成不尊重的门槛很低。,1
5839,而在其他民主国家，标志自由和无害用在T恤，靴子，比基尼，连衣裤，在印度，国旗的威严可以，现在看来，被便宜货的任何俗气的制造商受损。,在其他民主国家，国旗可以自由地印在衬衫、鞋子、胸罩甚至内裤上而不受惩罚，但在印度，任何艳俗的小玩意儿都是对庄严的国旗的玷污。,1
5840,而且它不只是标志。,并且不仅仅是国旗。,1
5841,去年，亚马逊通过与印度神和女神的图片提供门垫，惹得火冒三丈包括hashtag #BoycottAmazon激怒了许多印度人。,去年，亚马逊因为出售印有印度诸神的门垫而激怒了许多印度人，催生了愤怒的热门标签#BoycottAmazon（抵制亚马逊）。,1
5842,两年前，该公司的网站已经被卖妇女绑腿印度教神像引起类似的愤怒。,两年前，亚马逊网站因为出售印有印度教神形象的女士紧身裤而引起类似的众怒。,1
5843,因此，亚马逊并不陌生得罪印度人的愤怒。,因此，亚马逊对于遭到冒犯的印度人的愤怒早已见怪不怪。,1
5844,但是，该公司在最近发生的事件迅速投降 - 这肯定不会是最后一次 - 表明，一个巨大的市场，如印度的价值远远超过任何单品。,但该公司在最近的事件——显然这不会是最后一次——中迅速“认怂”表明大如印度的市场的重要性远远大于某种商品。,1
5845,中国已经证明，它可以发号施令到觊觎其广阔的市场的跨国公司。,中国已经证明，它可以指定条件要求觊觎其巨大市场的跨国公司就范。,1
5846,印度，似乎也会效仿。,印度似乎要效而仿之。,1
5847,但是，不管谁已成为门垫崩溃的赢家 - 愤怒的Twitter用户，也许 - 外交一直是失败者。,但不论谁是门垫灾难的赢家——也许是暴怒的Twitter用户——外交都是输家。,1
5848,矛盾的阿拉伯,矛盾的沙特阿拉伯,1
5849,一个民主的浪潮似乎整个阿拉伯世界进行清扫。,一股民主浪潮正在席卷阿拉伯世界。,1
5850,即使是传统的阿拉伯君主国和酋长国正在改变在其身后。,即使是那些传统的阿拉伯君主国和酋长国也正循着这股浪潮发生着某种改变。,1
5851,现在科威特允许妇女投票，卡塔尔已经接受了一项雄心勃勃的改革方案，巴林已经显示出大规模示威活动的巨大容忍和阿拉伯联合大公国被允许像一个自由的媒体。,科威特现在已经允许妇女参加投票，卡塔尔接受了一项艰巨的改革计划，巴林对群众示威游行表现出了极大的容忍，阿拉伯联合酋长国正允许通过某种新闻自由制度。,1
5852,但沙特仍是深深的警惕任何形式的变化，因而仍然是一个巨大的，似乎不能阻碍区域范围的改革。,但是沙特阿拉伯却依然对任何一种改变谨慎提防，也因此成为了阿拉伯地区改革进程中一块巨大无比、看起来岿然不动的绊脚石。,1
5853,虽然沙特统治家族的人沙特，面临着巨大的压力，需要遵从它的邻居，在做内部电阻的例子所以仍然非常强劲。,尽管沙特的统治家族——邵德（al-Saud）家族，承受了要求他们学习邻国榜样的巨大压力，但是内部的反对力量依然很强。,1
5854,所以·沙特已成为二心：寻找一个方向，王室鼓励民主改革讲出来;看在相反的方向，它囚禁他们，当他们这样做。,因此，邵德家族变成了双面派：一方面，皇室家族鼓励民主改革者大胆直言，另一方面，当民主改革者这么做的时候，皇室就把他们打入大牢。,1
5855,5月15日，在没有被告，三大主导改革的法律代表一个封闭的试验 - 阿里·Dumaini，一个著名的记者和诗人，大学教授阿卜杜拉·哈米德和Matruk人Falih  - 被谴责，并被判处刑期不等六至九年。,5月15日，在一场被告人无法合法抗辩的秘密审判中，三名改革领导人——著名记者兼诗人Ali Al Dumaini，大学教授Abdullah Al Hamid 和 Matruk al Falih——被判有罪，分别被判入狱六至九年。,1
5856,他们的罪行是要求君主立宪制。,他们的罪行是提倡鼓动宪法君主体制。,1
5857,官方判决指出，他们威胁国家统一，质疑当权者，并同时使用“洋”，也就是西方，术语煽动反对国家的舆论。,官方判决称，他们使用“外国的”，也就是“西方的”的术语，威胁国家统一，挑战国家主权，煽动民众反对国家。,1
5858,没多久，美国2001年9月恐怖袭击后，这些自由改革者与其他160名专家参加编写，并签署了一份请愿书王储阿卜杜拉要求改革。,2001年9月美国遭受恐怖袭击后不久，这些自由改革者们和其他160名专家一起在一份递交给皇储阿卜杜拉（Abdullah）、要求改革的请愿书上签字。,1
5859,称为请愿君主工作宪法规定的范围内，以及用于独立的司法。,这份请愿书要求君主政体在宪法规定的限度内工作，并且呼吁建立一个独立的司法体系。,1
5860,改革者认为，这种改革对沙特阿拉伯生存暴力，不稳定和国家分裂的是其上隐约可见的威胁的唯一途径。,改革者们相信这样的改革是唯一能使沙特阿拉伯在暴力威胁、不稳定性和国家分裂等这些已经初露端倪的危机中得以生存的办法。,1
5861,只有一部宪法，他们认为，可以急需的合法性被广泛认为是深深腐败无能的政治制度恢复。,他们认为，只有宪法才能够恢复一个被普遍认为腐败无能的政治体系所需的合法性。,1
5862,王储阿卜杜拉，沙特的实际到位他的无行为能力的同父异母兄弟法赫德国王的统治者，是热衷于被看作是改革的一个冠军。,代替其碌碌无能的同父异母的兄长国王法德（King Fahd）、沙特阿拉伯实际意义上的真正统治者皇储阿卜杜拉，非常希望被看作一个改革的赢家。,1
5863,他于2003年1月收到的热烈欢迎这些建议。,2003年1月，他用一个热烈的欢迎仪式接受了这些提议。,1
5864,但是，他的同父异母兄弟和更强大的对手，纳伊夫亲王，内政部长下令逮捕，审判，和13个改革者监禁在2004年3月。,但是他同父异母的兄长以及更为强大的竞争对手——内政大臣纳伊夫亲王（Prince Naif）在2004年3月下令逮捕、审判并拘禁了13名改革者。,1
5865,阿卜杜拉王储提出不反对的窥视，让他在政治阴曹地府发起的改革议程。,阿卜杜拉皇储没有提出一点儿反对意见，就把这场他发动的改革计划留在了政治地狱。,1
5866,为了维护专制权力，并尽量减少公众的愤怒，沙特王子，由纳伊夫亲王的带领下，要求改革者签署一项协议，他们将永远不会再次要求改革。,为了维持绝对权力并最大限度地降低公众的愤慨之情，沙特的亲王们在纳伊夫亲王的带领下，要求改革者们签署一项协议保证他们再也不会要求改革。,1
5867,纳伊夫亲王禁止从公共话语的非常“改革”一词，因为它表明，有一些错误的系统;他最喜欢的词是“发展”。,纳伊夫亲王在公共演讲中禁止使用“改革”一词，因为这个词暗示了体系中的问题； 他更喜欢的词语是“发展”。,1
5868,谁被逮捕十三改革者，十提交这方面的需求，但其他三拒绝，并为此付出了代价。,在13名被逮捕的改革者中，有十个人向这个要求低头屈服了，但是剩余三人明确拒绝并为此付出代价。,1
5869,他们仍然在监狱里在利雅得没有法律代表，直至最终裁决。,他们被关在Riyadh的监狱，在最后判决之前无法进行任何合法辩论。,1
5870,这些谁提交了他们的护照收回，失去了工作，并禁止媒体采访。,那些屈服的人被扣押了护照，失去了工作并被剥夺了对新闻媒体说话的权利。,1
5871,在地区和国际社会的压力，沙特统治家族建造了改革的波特金村庄，同时保留对所有政治发展的绝对控制权。,在当地和国际压力下，沙特的统治家族建造了一个改革版的波特金村庄（Potemkin village），与此同时，将对所有政治发展的绝对控制权牢牢掌握在手中。,1
5872,今年早些时候，他们上演了局部的，和严格的监管市政选举，没有独立见解允许影响何时以及如何举行了投票。,今年年初，他们在局部范围内举行了一场严格控制的地方选举，不允许任何独立观点就应当何时以及如何举行选举发表评论。,1
5873,这些所有女性被排除在外，而男性人口只有四分之一有资格投票。,所有女性被排除在投票选举之外，并且只有四分之一的男性具有投票权。,1
5874,不可避免的是，伊斯兰瓦哈比做得最好。,毫无疑问，只有瓦哈比伊斯兰分子（Wahhabi Islamists）才会做得最好。,1
5875,本·沙特面对两胁：从暴力的伊斯兰分子之一，从自由派改革者其他。,绍德家族现在面临两大威胁：一个来自崇尚暴力的伊斯兰分子，另一个来自自由改革者们。,1
5876,种种，他们担心改革者更指示。,很明显，他们更惧怕改革者。,1
5877,也许王子认为这是比较容易杀“恐怖”的罪犯，而不是为社会正义美眉需求。,也许亲王们认为，比起镇压要求社会正义的呼声，除去“恐怖主义”罪犯要容易得多。,1
5878,事实上，造成暴力的伊斯兰分子和基地组织分支机构的国际社会，特别是美国，为成功喝彩“反恐战争”。,事实上，消灭暴力的伊斯兰分子和基地组织分子会被当作反恐战争的胜利受到国际社会的嘉奖，尤其是美国。,1
5879,但是，当他们追捕和杀死暴力极端分子国内，他们悄悄地收紧周围所有那些谁想要温和的改革绞索。,但是当他们一路追寻并要除去国内的极端分子时，他们也悄悄地收紧了那些布在想要温和改革的人周围的套索。,1
5880,自由派改革者的这种镇压通过在更广阔的世界被忽视，与美国的沉默格外引人注目。,这种对自由改革的镇压就这样伴随着美国尤为明显的沉默，在世界范围内悄无声息地通过了。,1
5881,这种沉默是诸侯重要，什么最重视的人沙特保健是美国的支持。,这种沉默对亲王们至关重要，因为邵德家族最为在意的正是美国的支持。,1
5882,如往年一样在沙特阿拉伯，美国政府已经对现有体制的变化之外没有可靠的盟友。,在沙特阿拉伯当前的情形下，除了当前的政权，美国政府没有其他可信任的同盟。,1
5883,因此，与乌克兰，格鲁吉亚，吉尔吉斯斯坦，黎巴嫩，它无助于鼓励民众的反对。,因此，与乌克兰、格鲁吉亚、吉尔吉斯和黎巴嫩不同，美国支持强烈反对派毫无意义。,1
5884,只要沙特政权符合美国的石油需求，打架伊斯兰激进分子，也将继续得到美国的支持和沉默 - 因此它的默许。,只要沙特���权能够满足美国的石油需求并对抗伊斯兰激进分子，它将会继续收到美国的支持和沉默——以及它心照不宣的默许。,1
5885,但是，视而不见是短视的，对美国和沙特。,但是，对美国和沙特阿拉伯来说，视而不见并非长久之计。,1
5886,那些谁使和平革命是不可能化妆暴力革命不可避免。,那些抹杀和平革命可能性的人将会使暴力革命在所难免。,1
5887,谁被囚禁的自由改革者可能铺平了道路和平过渡到一个改革沙特阿拉伯。,那些被囚禁的自由改革者们可能已经为通向一个改革一新的沙特阿拉伯的和平演变铺平了道路。,1
5888,通过监禁他们，政权已明确表示，暴力是唯一的途径开放给那些寻求改变。,当局通过囚禁这些人已经明确表明，暴力是那些寻求改变者唯一可用的途径。,1
5889,阿尔及利亚的死亡独裁,行将就木的阿尔及利亚独裁,1
5890,阿尔及尔 - 尽管他的身体每况愈下，阿尔及利亚总统布特弗利卡在上个月赢得第四个任期，以表决的81％ - 左右政权声称。,阿尔及尔—尽管健康每况愈下，阿尔及利亚总统阿卜杜拉齐兹·波特弗利卡（Abdelaziz Bouteflika）仍在本月第四次当选总统，支持率高达81%——至少他的政府是这么宣布的。,1
5891,事实上，远没有信号日益增长的政治稳定，77岁的现任的假胜利强调阿尔及利亚人是多么的几个选项有效果改变体制内。,事实上，这位77岁的现任总统的假胜利绝非政治日益稳定的信号，而是反映了阿尔及利亚人无法从体制内影响变局。,1
5892,在布特弗利卡的领导下，阿尔及利亚政府未能解决该国最紧迫的经济和社会挑战。,在波特弗利卡的领导下，阿尔及利亚政府无法解决该国最紧迫的经济和社会挑战。,1
5893,而且也没有理由认为这改变。,也看不到可以发生变化的信号。,1
5894,自从去年患中风，布特弗利卡几乎没有在公开场合露面，是否投票活动提前或之后确认他的胜利。,自去年中风以来，波特弗利卡就很少出现在公众面前，甚至在再次当选后都没有现身宣布自己的胜利。,1
5895,其结果是，该政权被发现越来越难以权利要求，因为它在过去15年中，布特弗利卡的领导地位，为在军用民用控制。,结果，他的政权越来越难以如过去15年那样宣布波特弗利卡的领导是文治而不是武治。,1
5896,因此，它已经制定了新战略，旨在建立过渡感：宪法进行修订，以指定副总统作为总统的合法继承人。,因此，政权采取了新战略，旨在营造转型的氛围：宪法将作出修订，增加一名副总统作为总统的合法继任者。,1
5897,当然，此举的真正目的是允许军队团结在接下来的符合“平民领袖”。,当然，这一举措的真实目的是让军方团结在下一位顺从的“文官领导人”周围。,1
5898,该制度还提出了“全国重合同，”大概是要启动与反对派进行对话。,政权还将提出“国民契约”，假装开启与反对派的对话。,1
5899,但是，在布特弗利卡的虚假胜利之后，反对派不再接受该政权的改革计划是假的作用。,但是，面对波特弗利卡的假胜利，反对派无法继续接受在政权的改革计划中扮演掩人耳目的角色。,1
5900,事实上，在宣布布特弗利卡计划运行就足以团结伊斯兰主义者和左翼人士 - 甚至双方，以前一直由政权增选 - 和刺激他们舞台的拒绝投票。,事实上，宣布本特弗利卡计划逃跑已足以团结伊斯兰教徒和左派——甚至此前被政权选中的政党——促使他们抵制投票。,1
5901,当选举结果宣布，他们迅速拒绝了新政府是非法的。,在选举结果宣布后，他们马上拒绝承认新政府的合法性。,1
5902,但是，赢得信誉，在野党将有他们的批评超越布特弗利卡延伸到整个系统。,但是，要获得信誉，反对党必须将批评从本特弗利卡一人扩大到整个体制。,1
5903,这已经成为至关重要的生存，因为年轻的对手都在寻求新的方式来实现政治变革以外国家控制的政治。,这对于它们来说事关生死存亡，因为年轻一代反对派正在寻找新方式，在国家控制政治之外营造政治变革。,1
5904,一个重要的发展是持不同政见者的无党派的声音的影响力越来越大。,一个重要的发展趋势是无党派持异见者影响力日增。,1
5905,非暴力运动已经形成，抗议不仅布特弗利卡的持续领先地位，同时也军队和情报机构在民间社会的普遍作用。,非暴力运动不但反对波特弗利卡的连选连任，也反对军方和情报机构在公民社会中的无孔不入。,1
5906,这样的运动，像广泛宣传的“巴拉卡特”（“够了”），鼓励阿尔及利亚人中的愤懑弃权主动抵制的转变。,这些运动，如相当公开化的“足够”（Barakat）运动，鼓励阿尔及利亚人从愤怒而消极的弃权转为积极的抵制。,1
5907,地铁工会 - 它安装示威和罢工，以保护工人的权利，同时拒绝与政权的官方工会合作 - 也批评选举。,地下工会——它们组织了保护工人权利的示威和罢工，并拒绝与政权的官方工会合作——也批评选举。,1
5908,此外，年轻人认为反对的努力，如通过破坏布特弗利卡的竞选集会了突出的作用。,此外，年轻人在反对运动——包括干扰波特弗利卡的竞选阵营——中起到了主导作用。,1
5909,由失业的年轻人在阿尔及利亚南部示威，石油工业的中心，吸引了高失业率和国家的自然资源军方的控制之间的直接联系。,失业年轻人在阿尔及利亚南部的石油业中心举行示威，认为高失业与军方控制阿尔及利亚自然资源之间存在直接联系。,1
5910,通过组织和平抗议需求问责的公共支出，这些运动提高了竞选过程中未解决的问题。,这些运动通过组织和平示威要求问责公共支出，引出了竞选期间未能解决的问题。,1
5911,更直接的是，他们也挑战了政府的街头示威的禁令 - 从1992年一直持续到2011年紧急状态的痕迹。,此后他们还挑战了政府的街头游行禁令——从1992年一直持续到2011年的紧急状态后遗症。,1
5912,随着1990年的内战是早就结束了，安全官员不能解释为什么阿尔及利亚人被逮捕为要求苛刻的工作。,1990年内战已经过去很久，安全官员已无法解释为何要逮捕要求获得工作的阿尔及利亚人。,1
5913,当然，压制继续威胁到许多阿尔及利亚人。,当然，镇压将继续威胁许多阿尔及利亚人。,1
5914,但它正变得越来越容易唤起他们的同情，通过Twitter，YouTube以及和Facebook自己的同胞。,但通过Twitter、YouTube和Facebook激发他们对同胞人民的同情心已变得越来越容易。,1
5915,通过刺激有关当地侵犯人权日常的公开辩论，他们的效率比传统政党曾经有蔓延的不满情绪的消息。,他们通过激发对本地侵犯人权行为的日常争论，更有效地传播不满情绪，这是此前的传统政党无法做到的。,1
5916,通过要求更好的状态服务，而不是一个“阿拉伯之春”，阿尔及利亚人曾经走过一条细线，凸显政权无力提供安全和经济繁荣，尽管努力扼杀所有的辩论。,阿尔及利亚人要求的是更好的国家服务，而非“阿拉伯之春”，这一做法十分巧妙，凸显出政权在无力带给人民安全和经济繁荣，尽管它在竭力扼杀争论。,1
5917,因此，即使没有明确地谈论政治，普通阿尔及利亚人是针对政府越来越多的动员。,因此，即使不明确谈论政治，仍有越来越多的普通阿尔及利亚人被动员起来反对政府。,1
5918,大多数街头抗议都发生在最贫困和被忽视的领域，主要的需求已经经济：更好的就业，住房，医疗保健服务和基础设施。,街头游行主要发生在权利受侵害最严重、最受忽视的地区，基本需求也都是经济方面的需求：更好的工作、住房、医疗服务和基础设施。,1
5919,一些人认为，通过正规市场谋生的权利就足够了。,对一些人来说，获得在非正式市场中讨生活的权利便已足够。,1
5920,而示威者去伟大的 - 有时是毁灭性的 - 长度被听到，堵路，占领工厂和政府大楼，并破坏水和电力基础设施。,示威者的队伍十分庞大——有时具有破坏性——发出振聋发聩的声音，设置路障，占领工厂和政府大楼，捣毁供水和电力基础涉水。,1
5921,150名多名阿尔及利亚人自2011年以来甚至自焚，通常是在公共服务楼前。,自2011年以来，150多名阿尔及利亚人甚至不惜自焚——地点多在政府大楼前。,1
5922,在此背景下，政府的半生不熟的企图收买示威者的失败不足为奇。,在这样��背景下，政府做出试图收买反对者的肤浅手段不足为奇。,1
5923,追溯至2008年 -  2011年，政府，担心从突尼斯和埃及，在那里历史悠久的独裁统治刚刚被推翻的蔓延，由100％提高他们的工资回应抗议由公共部门工人的传播。,2011年，政府担心突尼斯和埃及的状况——长期独裁统治被推翻蔓延到阿尔及利亚，对公共部门员工示威蔓延的反应是提高100%的薪水，这在2008年算得上逆潮流而动。,1
5924,但计划事与愿违;抗议活动愈演愈烈，与其他工作人员证实了类似的好处和毁谤，此举主义及其通胀。,但这一计划适得其反，示威更加严重了，其他部门的工人也要求获得同样的好处，并抗议政府的这一行为所导致的通货膨胀。,1
5925,可以肯定，街头抗议活动已经对阿尔及利亚的威权政治产生深远的影响，影响了公共预算和政治任命大规模起义的官方担忧。,平心而论，街头抗议已经对阿尔及利亚集权政治造成了深远影响，官员担心大规模动乱影响公共预算和政治任命。,1
